coupon_id,owner_id,category_id,brand_id,discount_type,discount_value,minimum_purchase,issue_date,expiry_date,coupon_value,status,city,source,transferable,validity_duration_days,effective_discount_pct,total_views_count,avg_view_duration,total_requests_count,total_usage_count,swap_offered_count,swap_requested_count,request_conversion_rate
CP2145,U0221,CAT06,B021,flat,50.0,1999,2023-06-22,2023-10-15,4568.24,expired,Indore,earned,yes,115,1.09,3,101.0,0,1,0,0,0.0
CP2146,U0289,CAT07,B025,percentage,59.0,0,2023-05-27,2024-04-30,2894.51,expired,Delhi,gifted,no,339,59.0,2,199.5,0,0,0,0,0.0
CP2147,U0232,CAT07,B024,flat,200.0,999,2023-11-05,2024-02-17,2470.01,expired,Surat,gifted,yes,104,8.1,0,0.0,1,0,0,0,0.0
CP2148,U0307,CAT05,B018,percentage,14.4,199,2024-09-26,2025-07-05,3634.39,expired,Bhopal,gifted,no,282,14.4,1,208.0,0,0,0,0,0.0
CP2149,U0205,CAT05,B018,percentage,27.9,999,2023-08-25,2024-07-14,145.16,available,Kolkata,earned,yes,324,27.9,2,137.5,3,0,0,1,1.5
CP2150,U0234,CAT06,B021,percentage,46.8,199,2023-08-16,2024-03-04,1278.19,expired,Visakhapatnam,purchased,yes,201,46.8,5,140.6,0,0,1,0,0.0
CP2151,U0128,CAT04,B013,flat,150.0,1499,2023-10-11,2024-05-02,4495.82,expired,Delhi,purchased,yes,204,3.34,0,0.0,1,0,0,0,0.0
CP2152,U0478,CAT07,B025,percentage,18.4,299,2023-10-28,2024-07-27,157.11,claimed,Kochi,purchased,no,273,18.4,3,175.67,1,1,0,0,0.3333
CP2153,U0205,CAT03,B009,percentage,31.0,0,2023-11-28,2024-02-03,671.29,expired,Surat,purchased,yes,67,31.0,2,91.5,0,1,1,0,0.0
CP2154,U0440,CAT08,B029,percentage,76.0,499,2023-11-29,2024-09-27,317.99,claimed,Jaipur,earned,yes,303,76.0,0,0.0,1,0,0,2,0.0
CP2155,U0485,CAT05,B018,percentage,53.6,299,2024-12-04,2025-06-05,1996.69,available,Patna,earned,no,183,53.6,0,0.0,0,1,0,0,0.0
CP2156,U0395,CAT06,B021,percentage,22.4,999,2023-02-06,2023-11-11,423.07,available,Pune,earned,no,278,22.4,4,97.25,1,1,0,0,0.25
CP2157,U0313,CAT01,B003,flat,150.0,299,2024-12-06,2025-06-12,4661.42,swapped,Vadodara,earned,no,188,3.22,5,211.8,0,0,0,1,0.0
CP2158,U0487,CAT02,B007,flat,250.0,0,2024-01-02,2024-10-12,4475.98,available,Pune,purchased,yes,284,5.59,1,292.0,1,1,0,0,1.0
CP2159,U0382,CAT05,B020,percentage,68.0,499,2024-03-16,2024-06-15,713.93,swapped,Coimbatore,earned,no,91,68.0,3,119.0,0,0,1,0,0.0
CP2160,U0224,CAT04,B015,percentage,70.6,0,2023-01-01,2023-09-22,1597.67,available,Delhi,gifted,no,264,70.6,2,229.5,2,0,0,0,1.0
CP2161,U0236,CAT09,B031,flat,300.0,0,2024-09-01,2025-05-17,1565.06,expired,Bhopal,purchased,yes,258,19.17,3,204.33,0,0,0,0,0.0
CP2162,U0376,CAT10,B033,percentage,10.9,0,2023-10-19,2024-06-18,4255.42,expired,Vadodara,purchased,yes,243,10.9,1,162.0,0,0,0,1,0.0
CP2163,U0198,CAT09,B032,percentage,26.1,199,2024-02-05,2024-05-03,2796.57,available,Visakhapatnam,gifted,no,88,26.1,1,163.0,0,0,0,0,0.0
CP2164,U0019,CAT02,B007,flat,50.0,1499,2023-12-25,2024-12-10,2976.5,available,Chandigarh,earned,yes,351,1.68,5,194.0,0,0,1,0,0.0
CP2165,U0366,CAT07,B025,percentage,7.6,499,2024-05-05,2024-08-22,825.14,available,Coimbatore,purchased,no,109,7.6,4,141.75,1,0,0,0,0.25
CP2166,U0145,CAT08,B027,percentage,39.4,0,2023-12-27,2024-08-28,2357.24,available,Mumbai,referral,yes,245,39.4,2,63.5,0,0,0,2,0.0
CP2167,U0300,CAT01,B004,percentage,76.4,1499,2024-06-16,2025-05-18,4943.8,available,Jaipur,gifted,no,336,76.4,1,215.0,0,1,0,0,0.0
CP2168,U0247,CAT10,B034,percentage,71.9,299,2023-09-24,2024-05-09,2843.28,swapped,Chandigarh,gifted,no,228,71.9,2,212.0,1,0,0,0,0.5
CP2169,U0044,CAT08,B028,percentage,47.1,499,2024-05-18,2024-08-07,1556.39,available,Kochi,earned,no,81,47.1,3,128.67,1,0,0,0,0.3333
CP2170,U0025,CAT07,B024,flat,150.0,1499,2023-04-02,2024-01-14,3296.31,available,Ahmedabad,purchased,yes,287,4.55,2,73.0,0,0,0,1,0.0
CP2171,U0389,CAT03,B011,percentage,77.1,1999,2024-03-14,2024-09-29,1108.94,expired,Nagpur,gifted,yes,199,77.1,2,179.5,1,0,0,0,0.5
CP2172,U0056,CAT01,B002,percentage,42.1,999,2024-07-24,2025-04-26,3924.69,expired,Hyderabad,gifted,no,276,42.1,1,26.0,0,1,0,1,0.0
CP2173,U0071,CAT03,B009,flat,100.0,299,2023-09-26,2023-11-24,4778.76,available,Surat,purchased,yes,59,2.09,3,186.0,0,0,0,0,0.0
CP2174,U0301,CAT06,B022,percentage,7.4,999,2023-02-07,2023-12-22,4222.51,claimed,Nagpur,gifted,no,318,7.4,3,180.67,1,1,0,0,0.3333
CP2175,U0007,CAT04,B016,percentage,33.3,199,2024-02-06,2024-06-24,4001.75,expired,Pune,gifted,yes,139,33.3,4,182.75,0,0,0,1,0.0
CP2176,U0315,CAT01,B001,percentage,26.8,299,2023-11-17,2024-03-06,3111.38,available,Mumbai,gifted,no,110,26.8,4,149.0,0,1,0,0,0.0
CP2177,U0212,CAT02,B008,flat,300.0,1999,2023-11-18,2024-05-04,1968.06,claimed,Nagpur,earned,no,168,15.24,5,184.8,0,0,0,0,0.0
CP2178,U0324,CAT02,B008,percentage,30.3,499,2024-04-08,2024-10-22,325.65,available,Pune,purchased,yes,197,30.3,0,0.0,0,0,0,0,0.0
CP2179,U0095,CAT05,B017,percentage,60.8,299,2024-04-07,2024-06-28,440.12,available,Patna,earned,no,82,60.8,1,225.0,0,0,0,0,0.0
CP2180,U0036,CAT02,B006,flat,500.0,499,2023-01-13,2023-08-03,2042.61,available,Coimbatore,earned,yes,202,24.48,0,0.0,0,1,0,0,0.0
CP2181,U0326,CAT04,B014,percentage,46.5,999,2023-10-10,2024-07-14,216.55,claimed,Kolkata,gifted,no,278,46.5,1,51.0,1,0,0,0,1.0
CP2182,U0156,CAT03,B012,percentage,29.2,299,2024-07-18,2025-01-08,818.7,available,Jaipur,earned,yes,174,29.2,2,134.5,1,0,0,0,0.5
CP2183,U0237,CAT05,B020,percentage,10.3,0,2024-04-17,2024-09-14,1536.01,available,Bengaluru,earned,yes,150,10.3,0,0.0,0,0,0,0,0.0
CP2184,U0324,CAT09,B030,flat,300.0,999,2024-11-26,2025-07-08,4070.26,swapped,Hyderabad,earned,yes,224,7.37,3,272.0,1,2,0,1,0.3333
CP2185,U0477,CAT10,B036,percentage,11.4,1999,2023-09-28,2024-06-16,3950.38,swapped,Patna,earned,yes,262,11.4,3,79.0,0,0,0,0,0.0
CP2186,U0074,CAT02,B006,flat,300.0,299,2024-11-04,2025-10-06,3645.09,available,Coimbatore,earned,yes,336,8.23,3,128.33,0,1,0,0,0.0
CP2187,U0144,CAT05,B017,flat,150.0,0,2023-09-26,2023-12-05,1030.12,available,Hyderabad,purchased,yes,70,14.56,0,0.0,0,1,0,0,0.0
CP2188,U0081,CAT05,B017,flat,250.0,299,2023-03-29,2023-08-24,3199.1,available,Patna,earned,no,148,7.81,7,167.71,1,0,0,0,0.1429
CP2189,U0382,CAT05,B020,percentage,32.1,299,2023-01-02,2023-11-21,3972.31,expired,Chandigarh,gifted,no,323,32.1,2,257.5,0,0,0,0,0.0
CP2190,U0135,CAT09,B031,percentage,10.2,1999,2023-07-22,2023-10-13,4045.84,expired,Chandigarh,purchased,no,83,10.2,1,33.0,0,0,0,1,0.0
CP2191,U0138,CAT03,B010,percentage,54.6,1999,2024-04-28,2025-03-31,320.53,expired,Mumbai,purchased,no,337,54.6,3,106.0,0,0,0,0,0.0
CP2192,U0002,CAT05,B019,percentage,48.5,999,2024-06-21,2025-03-08,4715.71,available,Hyderabad,earned,no,260,48.5,2,151.0,1,0,1,0,0.5
CP2193,U0037,CAT10,B035,percentage,66.2,0,2024-02-19,2024-08-20,4175.61,available,Chennai,gifted,no,183,66.2,1,139.0,1,0,0,0,1.0
CP2194,U0251,CAT06,B021,flat,500.0,499,2023-02-16,2023-09-12,1245.11,expired,Delhi,purchased,no,208,40.16,1,184.0,0,0,0,0,0.0
CP2195,U0203,CAT06,B022,percentage,12.1,0,2023-11-26,2024-04-19,1973.06,available,Delhi,purchased,no,145,12.1,3,173.67,0,0,0,0,0.0
CP2196,U0397,CAT09,B031,percentage,27.5,1499,2024-07-28,2025-03-08,3198.94,expired,Patna,purchased,no,223,27.5,0,0.0,0,0,0,0,0.0
CP2197,U0414,CAT09,B030,percentage,72.4,0,2023-09-10,2024-05-04,175.5,available,Indore,earned,yes,237,72.4,1,153.0,1,0,0,0,1.0
CP2198,U0247,CAT02,B008,percentage,76.7,299,2023-08-16,2024-08-14,2891.9,available,Kolkata,earned,yes,364,76.7,4,155.5,0,0,0,1,0.0
CP2199,U0055,CAT08,B029,percentage,74.9,999,2023-03-17,2023-11-28,3532.25,available,Delhi,referral,no,256,74.9,2,162.0,0,0,0,0,0.0
CP2200,U0045,CAT10,B033,percentage,12.0,1999,2023-10-21,2024-04-18,1815.53,expired,Bhopal,gifted,yes,180,12.0,2,208.0,1,0,0,0,0.5
CP2201,U0374,CAT04,B014,flat,500.0,499,2023-11-07,2024-09-21,4925.39,swapped,Kochi,referral,yes,319,10.15,1,55.0,1,3,0,0,1.0
CP2202,U0185,CAT10,B033,percentage,56.0,199,2023-08-05,2024-01-01,4539.01,swapped,Delhi,gifted,yes,149,56.0,3,253.0,1,0,0,0,0.3333
CP2203,U0491,CAT07,B026,percentage,31.1,1499,2024-01-31,2024-04-27,3086.45,claimed,Indore,purchased,no,87,31.1,1,256.0,1,0,0,0,1.0
CP2204,U0254,CAT04,B015,flat,100.0,1499,2023-10-07,2024-07-22,3627.73,swapped,Kolkata,earned,no,289,2.76,5,133.6,1,0,1,1,0.2
CP2205,U0444,CAT09,B031,flat,150.0,499,2024-09-28,2025-01-14,3311.32,available,Indore,earned,no,108,4.53,3,230.33,0,0,0,1,0.0
CP2206,U0470,CAT02,B006,percentage,20.1,999,2023-05-08,2024-02-08,1983.06,swapped,Bhopal,purchased,no,276,20.1,4,104.0,0,1,0,0,0.0
CP2207,U0312,CAT09,B032,percentage,70.5,199,2023-11-24,2024-08-16,636.29,expired,Chandigarh,purchased,yes,266,70.5,2,179.0,1,0,0,1,0.5
CP2208,U0479,CAT07,B026,flat,500.0,299,2024-09-19,2025-01-23,3763.07,available,Chandigarh,purchased,no,126,13.29,1,73.0,1,1,0,0,1.0
CP2209,U0003,CAT01,B001,flat,250.0,1999,2024-01-05,2024-10-09,4375.96,claimed,Pune,purchased,yes,278,5.71,1,170.0,1,0,0,1,1.0
CP2210,U0204,CAT08,B029,flat,75.0,1499,2024-07-07,2025-02-24,2936.8,available,Surat,purchased,yes,232,2.55,2,280.5,0,0,0,0,0.0
CP2211,U0025,CAT06,B021,percentage,18.0,1499,2023-02-24,2023-03-29,447.01,swapped,Hyderabad,earned,yes,33,18.0,1,95.0,1,0,0,2,1.0
CP2212,U0099,CAT02,B007,percentage,36.1,999,2024-08-22,2025-05-14,1326.72,available,Vadodara,earned,yes,265,36.1,3,271.67,0,0,2,0,0.0
CP2213,U0263,CAT03,B009,flat,50.0,199,2023-02-18,2023-12-29,3292.99,available,Lucknow,earned,no,314,1.52,3,162.33,1,0,2,1,0.3333
CP2214,U0066,CAT10,B033,flat,500.0,199,2024-02-19,2024-11-19,3385.58,available,Delhi,purchased,no,274,14.77,3,151.67,2,0,0,1,0.6667
CP2215,U0126,CAT09,B030,percentage,71.7,1499,2024-04-22,2025-04-08,4959.69,swapped,Kochi,referral,no,351,71.7,1,275.0,0,0,0,0,0.0
CP2216,U0070,CAT02,B006,percentage,10.4,199,2024-06-27,2025-05-03,153.91,available,Bengaluru,gifted,no,310,10.4,1,279.0,0,3,0,0,0.0
CP2217,U0500,CAT05,B017,percentage,9.7,1499,2024-10-06,2025-09-22,1155.55,available,Kolkata,gifted,yes,351,9.7,0,0.0,2,0,0,0,0.0
CP2218,U0313,CAT07,B026,percentage,43.0,999,2023-11-21,2024-11-05,377.28,expired,Bhopal,purchased,yes,350,43.0,0,0.0,2,0,1,0,0.0
CP2219,U0376,CAT03,B010,flat,75.0,199,2024-12-31,2025-11-18,3310.02,swapped,Ahmedabad,earned,yes,322,2.27,0,0.0,1,0,0,0,0.0
CP2220,U0124,CAT07,B025,flat,100.0,499,2024-01-25,2024-12-28,2936.71,claimed,Vadodara,earned,yes,338,3.41,1,289.0,0,0,0,0,0.0
CP2221,U0155,CAT03,B011,percentage,51.1,1499,2023-09-21,2024-03-01,2625.17,expired,Pune,earned,no,162,51.1,2,106.5,1,0,0,0,0.5
CP2222,U0159,CAT09,B031,percentage,70.4,1999,2023-04-29,2023-07-06,4856.91,available,Bhopal,purchased,yes,68,70.4,0,0.0,0,0,0,0,0.0
CP2223,U0360,CAT06,B023,percentage,11.4,299,2023-12-08,2024-06-17,2989.47,expired,Delhi,earned,no,192,11.4,0,0.0,0,1,1,0,0.0
CP2224,U0473,CAT03,B012,percentage,74.7,299,2023-02-23,2023-06-20,2906.78,expired,Mumbai,earned,no,117,74.7,0,0.0,0,0,0,1,0.0
CP2225,U0203,CAT07,B024,percentage,13.7,1499,2023-07-02,2024-02-20,161.31,available,Surat,gifted,yes,233,13.7,1,60.0,3,1,0,1,3.0
CP2226,U0302,CAT09,B030,percentage,29.0,999,2024-11-04,2025-10-17,4759.37,claimed,Pune,earned,yes,347,29.0,1,124.0,0,0,0,0,0.0
CP2227,U0289,CAT10,B035,flat,250.0,1499,2023-12-21,2024-02-23,4089.81,available,Indore,purchased,yes,64,6.11,1,237.0,1,0,0,0,1.0
CP2228,U0007,CAT02,B005,percentage,21.2,199,2024-02-05,2024-10-25,3566.9,available,Kochi,gifted,no,263,21.2,1,169.0,1,2,1,0,1.0
CP2229,U0374,CAT07,B024,percentage,32.4,1999,2024-07-22,2025-01-17,843.82,available,Mumbai,gifted,no,179,32.4,1,150.0,1,0,0,0,1.0
CP2230,U0296,CAT07,B024,percentage,76.1,199,2024-12-17,2025-03-31,3159.98,swapped,Coimbatore,purchased,no,104,76.1,1,212.0,0,1,0,0,0.0
CP2231,U0269,CAT04,B014,flat,50.0,199,2024-04-28,2025-02-19,461.96,claimed,Pune,earned,no,297,10.82,2,126.5,0,0,0,0,0.0
CP2232,U0033,CAT05,B019,percentage,5.2,999,2023-05-17,2023-06-19,2273.49,available,Lucknow,purchased,no,33,5.2,0,0.0,1,0,0,0,0.0
CP2233,U0358,CAT05,B017,percentage,58.7,499,2024-05-16,2025-04-24,3822.06,available,Chandigarh,gifted,yes,343,58.7,3,76.33,0,0,0,1,0.0
CP2234,U0010,CAT10,B035,percentage,11.9,299,2024-12-27,2025-02-04,4430.76,available,Hyderabad,earned,no,39,11.9,2,190.0,0,0,0,0,0.0
CP2235,U0007,CAT03,B010,percentage,18.0,199,2024-12-07,2025-01-30,2120.79,swapped,Ahmedabad,purchased,no,54,18.0,4,128.5,1,1,0,1,0.25
CP2236,U0362,CAT01,B002,flat,500.0,199,2023-08-25,2023-09-25,3364.84,expired,Jaipur,purchased,no,31,14.86,2,151.5,1,1,0,0,0.5
CP2237,U0435,CAT06,B021,percentage,78.5,999,2024-08-09,2024-11-19,199.17,claimed,Bhopal,earned,yes,102,78.5,3,212.67,1,0,0,0,0.3333
CP2238,U0429,CAT02,B008,flat,300.0,999,2024-09-18,2025-05-03,2382.66,expired,Mumbai,purchased,yes,227,12.59,3,173.0,1,0,0,0,0.3333
CP2239,U0051,CAT05,B019,percentage,24.0,499,2023-01-20,2023-09-06,1985.27,claimed,Mumbai,purchased,no,229,24.0,1,201.0,0,0,0,0,0.0
CP2240,U0251,CAT05,B019,percentage,12.5,499,2024-11-02,2025-01-19,1531.65,claimed,Bhopal,earned,yes,78,12.5,1,289.0,0,3,0,0,0.0
CP2241,U0004,CAT09,B030,percentage,27.2,299,2023-05-02,2023-12-01,4099.68,expired,Bhopal,earned,no,213,27.2,2,170.5,1,1,0,0,0.5
CP2242,U0191,CAT02,B006,percentage,67.7,199,2024-12-26,2025-07-13,3505.75,expired,Ahmedabad,earned,yes,199,67.7,3,169.67,1,0,0,0,0.3333
CP2243,U0228,CAT06,B023,flat,150.0,1499,2024-04-11,2025-04-07,1555.6,available,Jaipur,earned,no,361,9.64,5,156.8,0,0,0,1,0.0
CP2244,U0306,CAT08,B028,percentage,30.5,299,2024-11-23,2025-04-03,281.28,available,Hyderabad,referral,yes,131,30.5,0,0.0,0,0,1,1,0.0
CP2245,U0229,CAT06,B022,percentage,37.7,1499,2023-07-05,2024-03-28,2739.32,claimed,Chandigarh,purchased,yes,267,37.7,1,276.0,0,2,0,0,0.0
CP2246,U0131,CAT08,B028,percentage,6.4,299,2023-09-01,2023-10-11,4021.59,claimed,Visakhapatnam,purchased,no,40,6.4,4,120.75,1,0,0,0,0.25
CP2247,U0092,CAT02,B008,percentage,71.7,999,2023-11-13,2024-02-18,4958.69,available,Surat,referral,no,97,71.7,1,162.0,0,0,0,0,0.0
CP2248,U0289,CAT06,B023,flat,50.0,499,2023-11-30,2024-06-27,2242.63,available,Vadodara,earned,yes,210,2.23,1,28.0,1,0,1,0,1.0
CP2249,U0363,CAT02,B006,flat,500.0,299,2023-08-17,2023-09-25,3805.05,claimed,Ahmedabad,gifted,no,39,13.14,2,166.5,0,0,0,0,0.0
CP2250,U0292,CAT06,B023,percentage,79.8,1999,2023-01-01,2023-11-08,1815.39,claimed,Indore,referral,yes,311,79.8,1,160.0,0,0,1,0,0.0
CP2251,U0398,CAT02,B007,flat,100.0,199,2023-07-05,2023-10-02,1047.02,expired,Vadodara,earned,yes,89,9.55,4,219.0,1,1,0,0,0.25
CP2252,U0344,CAT01,B002,percentage,37.4,999,2023-03-14,2023-06-18,3196.32,swapped,Patna,earned,yes,96,37.4,2,145.5,1,0,0,0,0.5
CP2253,U0375,CAT01,B004,percentage,72.7,1999,2023-04-30,2023-10-03,2882.61,expired,Nagpur,earned,yes,156,72.7,1,32.0,1,0,0,1,1.0
CP2254,U0479,CAT08,B027,percentage,74.7,0,2024-12-13,2025-08-01,4566.21,swapped,Pune,purchased,no,231,74.7,4,191.5,0,0,0,0,0.0
CP2255,U0376,CAT09,B032,flat,100.0,1499,2024-06-09,2025-01-12,4818.02,claimed,Vadodara,gifted,yes,217,2.08,0,0.0,0,1,0,0,0.0
CP2256,U0027,CAT09,B031,flat,400.0,1499,2024-02-10,2024-07-13,4551.37,claimed,Mumbai,gifted,no,154,8.79,2,150.0,1,1,0,0,0.5
CP2257,U0401,CAT10,B035,percentage,78.5,299,2024-10-31,2025-05-01,1597.53,expired,Jaipur,referral,no,182,78.5,0,0.0,1,0,0,0,0.0
CP2258,U0298,CAT05,B017,flat,50.0,1999,2024-04-07,2024-11-29,893.26,available,Chandigarh,earned,no,236,5.6,2,91.0,0,0,0,1,0.0
CP2259,U0056,CAT05,B018,percentage,38.9,1499,2023-12-30,2024-11-14,1985.45,swapped,Jaipur,purchased,yes,320,38.9,1,136.0,0,1,0,0,0.0
CP2260,U0361,CAT10,B035,flat,50.0,1999,2024-04-18,2025-03-24,2882.89,available,Visakhapatnam,referral,no,340,1.73,5,148.2,3,2,1,0,0.6
CP2261,U0341,CAT09,B030,flat,400.0,1999,2023-12-04,2024-08-03,2783.21,available,Visakhapatnam,gifted,yes,243,14.37,2,176.5,2,0,0,1,1.0
CP2262,U0227,CAT05,B017,percentage,76.6,1499,2023-08-04,2023-10-02,3366.12,expired,Indore,gifted,no,59,76.6,0,0.0,0,2,0,0,0.0
CP2263,U0252,CAT02,B006,percentage,6.9,999,2024-10-03,2024-11-03,2696.28,available,Chennai,purchased,yes,31,6.9,1,189.0,2,1,0,2,2.0
CP2264,U0298,CAT09,B031,percentage,22.7,999,2023-07-13,2024-03-08,3039.87,available,Coimbatore,gifted,yes,239,22.7,2,132.5,1,0,0,0,0.5
CP2265,U0162,CAT03,B010,percentage,80.0,199,2023-05-22,2024-01-08,835.18,available,Surat,earned,no,231,80.0,2,145.0,0,0,0,0,0.0
CP2266,U0072,CAT10,B036,percentage,49.6,199,2023-02-24,2023-06-30,1266.05,claimed,Bengaluru,purchased,no,126,49.6,0,0.0,0,1,0,0,0.0
CP2267,U0356,CAT01,B002,flat,250.0,499,2024-01-12,2024-08-05,4934.14,available,Ahmedabad,purchased,no,206,5.07,1,118.0,0,1,0,0,0.0
CP2268,U0480,CAT02,B008,percentage,19.6,1999,2023-11-13,2024-04-26,1834.23,available,Nagpur,earned,yes,165,19.6,1,233.0,0,0,0,0,0.0
CP2269,U0048,CAT03,B009,percentage,23.7,1499,2024-11-09,2025-10-10,780.0,expired,Mumbai,earned,no,335,23.7,1,21.0,0,0,0,0,0.0
CP2270,U0446,CAT01,B004,flat,75.0,199,2023-06-07,2023-10-01,4536.44,claimed,Pune,earned,yes,116,1.65,1,295.0,0,0,0,0,0.0
CP2271,U0128,CAT06,B022,percentage,36.4,1499,2024-12-12,2025-07-10,71.64,available,Kochi,gifted,no,210,36.4,1,200.0,1,0,1,0,1.0
CP2272,U0220,CAT10,B035,percentage,77.7,0,2023-08-06,2024-02-22,2523.63,claimed,Coimbatore,earned,no,200,77.7,0,0.0,0,0,0,1,0.0
CP2273,U0371,CAT04,B014,percentage,41.6,999,2023-07-16,2024-06-05,355.5,expired,Bhopal,purchased,yes,325,41.6,1,244.0,0,0,0,0,0.0
CP2274,U0456,CAT04,B016,percentage,59.1,999,2023-05-26,2024-01-28,135.99,swapped,Chennai,purchased,no,247,59.1,1,192.0,0,0,0,0,0.0
CP2275,U0396,CAT06,B022,flat,300.0,999,2023-04-17,2024-01-06,233.77,claimed,Indore,purchased,yes,264,128.33,1,294.0,1,1,0,0,1.0
CP2276,U0435,CAT06,B023,percentage,7.9,199,2023-08-01,2024-06-25,1301.61,claimed,Indore,gifted,no,329,7.9,2,196.5,1,1,0,1,0.5
CP2277,U0100,CAT03,B009,percentage,59.6,1499,2024-07-18,2025-07-15,1226.47,expired,Pune,earned,yes,362,59.6,2,45.0,1,0,0,1,0.5
CP2278,U0076,CAT10,B034,percentage,33.3,0,2024-10-26,2025-10-03,62.1,available,Mumbai,gifted,yes,342,33.3,1,297.0,1,0,0,0,1.0
CP2279,U0453,CAT03,B012,percentage,9.2,199,2024-07-26,2024-10-28,2578.99,expired,Indore,earned,yes,94,9.2,3,101.0,1,0,0,0,0.3333
CP2280,U0377,CAT08,B027,percentage,51.5,999,2023-11-28,2024-09-04,2700.47,available,Chennai,referral,yes,281,51.5,1,215.0,0,1,0,0,0.0
CP2281,U0426,CAT01,B004,percentage,16.9,1499,2024-11-07,2025-08-29,3749.09,available,Bengaluru,referral,yes,295,16.9,1,229.0,1,1,0,0,1.0
CP2282,U0361,CAT07,B026,percentage,72.6,499,2023-09-22,2024-05-21,1860.09,claimed,Ahmedabad,earned,no,242,72.6,4,141.75,0,0,0,0,0.0
CP2283,U0332,CAT08,B028,percentage,47.6,499,2024-12-10,2025-01-18,4436.28,swapped,Indore,purchased,no,39,47.6,1,285.0,0,0,0,0,0.0
CP2284,U0356,CAT06,B021,percentage,21.3,299,2024-07-17,2025-04-11,2372.9,claimed,Coimbatore,purchased,no,268,21.3,0,0.0,0,1,0,0,0.0
CP2285,U0223,CAT01,B003,percentage,40.9,0,2024-04-14,2024-06-10,754.28,claimed,Visakhapatnam,earned,yes,57,40.9,0,0.0,0,0,1,0,0.0
CP2286,U0263,CAT09,B031,percentage,44.2,1999,2024-09-05,2024-12-13,4945.07,swapped,Bengaluru,earned,no,99,44.2,3,164.0,0,0,2,2,0.0
CP2287,U0039,CAT05,B017,percentage,5.1,1499,2023-07-20,2024-04-27,2603.93,available,Surat,gifted,no,282,5.1,1,191.0,0,0,0,0,0.0
CP2288,U0206,CAT09,B032,percentage,20.1,499,2024-12-07,2025-11-30,1562.79,claimed,Patna,earned,yes,358,20.1,3,120.67,0,1,1,0,0.0
CP2289,U0390,CAT03,B012,percentage,19.3,1999,2023-05-07,2023-09-03,4983.71,available,Kochi,purchased,no,119,19.3,2,111.5,0,0,1,1,0.0
CP2290,U0310,CAT05,B017,flat,50.0,0,2023-03-28,2024-02-16,4886.67,claimed,Jaipur,earned,no,325,1.02,2,34.5,2,0,0,0,1.0
CP2291,U0249,CAT01,B001,percentage,56.9,1999,2024-12-02,2025-07-24,4497.14,available,Delhi,gifted,yes,234,56.9,2,244.5,0,0,1,0,0.0
CP2292,U0116,CAT01,B004,flat,50.0,499,2023-10-19,2024-03-12,4876.46,claimed,Indore,earned,no,145,1.03,2,94.0,0,0,0,0,0.0
CP2293,U0047,CAT03,B011,percentage,55.2,0,2023-12-02,2024-02-04,4635.55,claimed,Mumbai,purchased,no,64,55.2,2,195.0,2,0,0,0,1.0
CP2294,U0007,CAT01,B001,percentage,60.3,299,2023-01-29,2023-05-29,287.92,available,Lucknow,earned,yes,120,60.3,2,42.5,0,0,0,0,0.0
CP2295,U0318,CAT04,B014,percentage,5.9,499,2024-11-21,2025-03-19,1854.15,claimed,Vadodara,gifted,no,118,5.9,1,151.0,0,0,0,0,0.0
CP2296,U0444,CAT06,B023,percentage,49.9,1499,2023-11-26,2024-10-25,4939.43,expired,Jaipur,earned,yes,334,49.9,2,274.5,2,0,0,0,1.0
CP2297,U0343,CAT06,B021,percentage,55.9,1499,2024-09-22,2025-03-03,870.53,available,Chandigarh,purchased,no,162,55.9,2,147.5,1,2,0,0,0.5
CP2298,U0048,CAT04,B016,percentage,75.6,199,2024-11-27,2025-07-02,1229.86,swapped,Vadodara,earned,no,217,75.6,0,0.0,2,2,0,1,0.0
CP2299,U0059,CAT07,B025,flat,400.0,1499,2024-01-24,2024-11-22,3396.5,available,Mumbai,earned,no,303,11.78,0,0.0,1,0,0,1,0.0
CP2300,U0337,CAT06,B022,flat,400.0,0,2023-11-05,2024-10-06,4009.7,claimed,Vadodara,earned,yes,336,9.98,2,224.0,0,1,1,0,0.0
CP2301,U0490,CAT05,B019,percentage,7.6,1999,2023-03-01,2023-07-17,3994.97,claimed,Chennai,purchased,yes,138,7.6,4,142.5,1,0,0,0,0.25
CP2302,U0296,CAT06,B022,percentage,29.8,999,2024-08-01,2025-07-13,2211.81,available,Kochi,earned,no,346,29.8,2,180.5,1,0,0,0,0.5
CP2303,U0047,CAT03,B012,flat,75.0,1499,2023-04-10,2023-07-08,4815.85,swapped,Visakhapatnam,gifted,yes,89,1.56,5,184.8,0,0,0,1,0.0
CP2304,U0284,CAT09,B031,percentage,36.8,1499,2024-06-07,2025-05-15,4977.55,available,Pune,earned,yes,342,36.8,2,200.5,0,1,0,1,0.0
CP2305,U0341,CAT04,B015,flat,300.0,199,2023-05-01,2024-02-11,308.96,expired,Kolkata,earned,yes,286,97.1,2,219.5,0,0,0,0,0.0
CP2306,U0178,CAT01,B002,percentage,69.4,999,2023-09-29,2024-01-16,4840.64,claimed,Ahmedabad,purchased,no,109,69.4,3,213.33,0,0,0,0,0.0
CP2307,U0443,CAT05,B018,flat,500.0,0,2024-05-10,2025-03-16,3605.4,available,Bengaluru,referral,no,310,13.87,2,276.0,0,1,0,0,0.0
